   6,3,7,9,0.30,1.40,1.00,0.20,0.90
   6,3,7,9,0.30,1.40,1.00,0.20,1.00
   6,3,7,9,0.30,1.40,1.00,0.30,0.10
   6,3,7,9,0.30,1.40,1.00,0.30,0.20
   6,3,7,9,0.30,1.40,1.00,0.30,0.30
   6,3,7,9,0.30,1.40,1.00,0.30,0.40
   6,3,7,9,0.30,1.40,1.00,0.30,0.50
   6,3,7,9,0.30,1.40,1.00,0.30,0.60
   6,3,7,9,0.30,1.40,1.00,0.30,0.70
   6,3,7,9,0.30,1.40,1.00,0.30,0.80
   6,3,7,9,0.30,1.40,1.00,0.40,0.10
   6,3,7,9,0.30,1.40,1.00,0.40,0.20
   6,3,7,9,0.30,1.40,1.00,0.40,0.30
   6,3,7,9,0.30,1.40,1.00,0.50,0.10
   6,3,7,9,0.30,1.40,1.00,0.60,0.10
   6,3,7,9,0.30,1.40,1.10,0.20,0.10
   6,3,7,9,0.30,1.40,1.10,0.20,0.20
   6,3,7,9,0.30,1.40,1.10,0.20,0.30
   6,3,7,9,0.30,1.40,1.10,0.20,0.40
   6,3,7,9,0.30,1.40,1.10,0.20,0.50
   6,3,7,9,0.30,1.40,1.10,0.20,0.60
   6,3,7,9,0.30,1.40,1.10,0.20,0.70
   6,3,7,9,0.30,1.40,1.10,0.20,0.80
   6,3,7,9,0.30,1.40,1.10,0.20,0.90
   6,3,7,9,0.30,1.40,1.10,0.20,1.00
   6,3,7,9,0.30,1.40,1.10,0.30,0.10
   6,3,7,9,0.30,1.40,1.10,0.30,0.20
   6,3,7,9,0.30,1.40,1.10,0.30,0.30
   6,3,7,9,0.30,1.40,1.10,0.30,0.40
   6,3,7,9,0.30,1.40,1.10,0.30,0.50
   6,3,7,9,0.30,1.40,1.10,0.30,0.60
   6,3,7,9,0.30,1.40,1.10,0.30,0.70
   6,3,7,9,0.30,1.40,1.10,0.30,0.80
   6,3,7,9,0.30,1.40,1.10,0.40,0.10
   6,3,7,9,0.30,1.40,1.10,0.40,0.20
   6,3,7,9,0.30,1.40,1.10,0.50,0.10
   6,3,7,9,0.30,1.40,1.20,0.20,0.10
   6,3,7,9,0.30,1.40,1.20,0.20,0.20
   6,3,7,9,0.30,1.40,1.20,0.20,0.30
   6,3,7,9,0.30,1.40,1.20,0.20,0.40
   6,3,7,9,0.30,1.40,1.20,0.20,0.50
   6,3,7,9,0.30,1.40,1.20,0.20,0.60
   6,3,7,9,0.30,1.40,1.20,0.20,0.70
   6,3,7,9,0.30,1.40,1.20,0.20,0.80
   6,3,7,9,0.30,1.40,1.20,0.20,0.90
   6,3,7,9,0.30,1.40,1.20,0.20,1.00
   6,3,7,9,0.30,1.40,1.20,0.30,0.10
   6,3,7,9,0.30,1.40,1.20,0.30,0.20
   6,3,7,9,0.30,1.40,1.20,0.30,0.30
   6,3,7,9,0.30,1.40,1.20,0.30,0.40
   6,3,7,9,0.30,1.40,1.20,0.30,0.50
   6,3,7,9,0.30,1.40,1.20,0.30,0.60
   6,3,7,9,0.30,1.40,1.20,0.30,0.70
   6,3,7,9,0.30,1.40,1.20,0.30,0.80
   6,3,7,9,0.30,1.40,1.20,0.40,0.10
   6,3,7,9,0.30,1.40,1.20,0.40,0.20
   6,3,7,9,0.30,1.40,1.20,0.50,0.10
   6,3,7,9,0.30,1.40,1.30,0.20,0.10
   6,3,7,9,0.30,1.40,1.30,0.20,0.20
   6,3,7,9,0.30,1.40,1.30,0.20,0.30
   6,3,7,9,0.30,1.40,1.30,0.20,0.40
   6,3,7,9,0.30,1.40,1.30,0.20,0.50
   6,3,7,9,0.30,1.40,1.30,0.20,0.60
   6,3,7,9,0.30,1.40,1.30,0.20,0.70
   6,3,7,9,0.30,1.40,1.30,0.20,0.80
   6,3,7,9,0.30,1.40,1.30,0.20,0.90
   6,3,7,9,0.30,1.40,1.30,0.20,1.00
   6,3,7,9,0.30,1.40,1.30,0.30,0.10
   6,3,7,9,0.30,1.40,1.30,0.30,0.20
   6,3,7,9,0.30,1.40,1.30,0.30,0.30
   6,3,7,9,0.30,1.40,1.30,0.30,0.40
   6,3,7,9,0.30,1.40,1.30,0.30,0.50
   6,3,7,9,0.30,1.40,1.30,0.30,0.60
   6,3,7,9,0.30,1.40,1.30,0.30,0.70
   6,3,7,9,0.30,1.40,1.30,0.30,0.80
   6,3,7,9,0.30,1.40,1.30,0.40,0.10
   6,3,7,9,0.30,1.40,1.30,0.40,0.20
   6,3,7,9,0.30,1.40,1.30,0.50,0.10
   6,3,7,9,0.30,1.40,1.40,0.20,0.10
   6,3,7,9,0.30,1.40,1.40,0.20,0.20
   6,3,7,9,0.30,1.40,1.40,0.20,0.30
   6,3,7,9,0.30,1.40,1.40,0.20,0.40
   6,3,7,9,0.30,1.40,1.40,0.20,0.50
   6,3,7,9,0.30,1.40,1.40,0.20,0.60
   6,3,7,9,0.30,1.40,1.40,0.20,0.70
   6,3,7,9,0.30,1.40,1.40,0.20,0.80
   6,3,7,9,0.30,1.40,1.40,0.20,0.90
   6,3,7,9,0.30,1.40,1.40,0.20,1.00
   6,3,7,9,0.30,1.40,1.40,0.30,0.10
   6,3,7,9,0.30,1.40,1.40,0.30,0.20
   6,3,7,9,0.30,1.40,1.40,0.30,0.30
   6,3,7,9,0.30,1.40,1.40,0.30,0.40
   6,3,7,9,0.30,1.40,1.40,0.30,0.50
   6,3,7,9,0.30,1.40,1.40,0.30,0.60
   6,3,7,9,0.30,1.40,1.40,0.30,0.70
   6,3,7,9,0.30,1.40,1.40,0.30,0.80
   6,3,7,9,0.30,1.40,1.40,0.40,0.10
   6,3,7,9,0.30,1.40,1.40,0.40,0.20
   6,3,7,9,0.30,1.40,1.40,0.50,0.10
   6,3,7,9,0.30,1.40,1.50,0.20,0.10
   6,3,7,9,0.30,1.40,1.50,0.20,0.20
   6,3,7,9,0.30,1.40,1.50,0.20,0.30
   6,3,7,9,0.30,1.40,1.50,0.20,0.40
   6,3,7,9,0.30,1.40,1.50,0.20,0.50
   6,3,7,9,0.30,1.40,1.50,0.20,0.60
   6,3,7,9,0.30,1.40,1.50,0.20,0.70
   6,3,7,9,0.30,1.40,1.50,0.20,0.80
   6,3,7,9,0.30,1.40,1.50,0.20,0.90
   6,3,7,9,0.30,1.40,1.50,0.20,1.00
   6,3,7,9,0.30,1.40,1.50,0.30,0.10
   6,3,7,9,0.30,1.40,1.50,0.30,0.20
   6,3,7,9,0.30,1.40,1.50,0.30,0.30
   6,3,7,9,0.30,1.40,1.50,0.30,0.40
   6,3,7,9,0.30,1.40,1.50,0.30,0.50
   6,3,7,9,0.30,1.40,1.50,0.30,0.60
   6,3,7,9,0.30,1.40,1.50,0.30,0.70
   6,3,7,9,0.30,1.40,1.50,0.30,0.80
   6,3,7,9,0.30,1.40,1.50,0.40,0.10
   6,3,7,9,0.30,1.40,1.50,0.40,0.20
   6,3,7,9,0.30,1.40,1.50,0.50,0.10
   6,3,7,9,0.30,1.50,0.10,0.30,0.10
   6,3,7,9,0.30,1.50,0.10,0.30,0.20
   6,3,7,9,0.30,1.50,0.10,0.30,0.30
   6,3,7,9,0.30,1.50,0.10,0.30,0.40
   6,3,7,9,0.30,1.50,0.10,0.30,0.50
   6,3,7,9,0.30,1.50,0.10,0.30,0.60
   6,3,7,9,0.30,1.50,0.10,0.30,0.70
   6,3,7,9,0.30,1.50,0.10,0.30,0.80
   6,3,7,9,0.30,1.50,0.10,0.30,0.90
   6,3,7,9,0.30,1.50,0.10,0.30,1.00
   6,3,7,9,0.30,1.50,0.10,0.40,0.10
   6,3,7,9,0.30,1.50,0.10,0.40,0.20
   6,3,7,9,0.30,1.50,0.10,0.40,0.30
   6,3,7,9,0.30,1.50,0.10,0.40,0.40
   6,3,7,9,0.30,1.50,0.10,0.40,0.50
   6,3,7,9,0.30,1.50,0.10,0.40,0.60
   6,3,7,9,0.30,1.50,0.10,0.40,0.70
   6,3,7,9,0.30,1.50,0.10,0.40,0.80
   6,3,7,9,0.30,1.50,0.10,0.40,0.90
   6,3,7,9,0.30,1.50,0.10,0.40,1.00
   6,3,7,9,0.30,1.50,0.10,0.50,0.10
   6,3,7,9,0.30,1.50,0.10,0.50,0.20
   6,3,7,9,0.30,1.50,0.10,0.50,0.30
   6,3,7,9,0.30,1.50,0.10,0.50,0.40
   6,3,7,9,0.30,1.50,0.10,0.50,0.50
   6,3,7,9,0.30,1.50,0.10,0.50,0.60
   6,3,7,9,0.30,1.50,0.10,0.50,0.70
   6,3,7,9,0.30,1.50,0.10,0.50,0.80
   6,3,7,9,0.30,1.50,0.10,0.50,0.90
   6,3,7,9,0.30,1.50,0.10,0.50,1.00
   6,3,7,9,0.30,1.50,0.10,0.60,0.10
   6,3,7,9,0.30,1.50,0.10,0.60,0.20
   6,3,7,9,0.30,1.50,0.10,0.60,0.30
   6,3,7,9,0.30,1.50,0.10,0.60,0.40
   6,3,7,9,0.30,1.50,0.10,0.60,0.50
   6,3,7,9,0.30,1.50,0.10,0.60,0.60
   6,3,7,9,0.30,1.50,0.10,0.60,0.70
   6,3,7,9,0.30,1.50,0.10,0.60,0.80
   6,3,7,9,0.30,1.50,0.10,0.60,0.90
   6,3,7,9,0.30,1.50,0.10,0.60,1.00
   6,3,7,9,0.30,1.50,0.10,0.70,0.10
   6,3,7,9,0.30,1.50,0.10,0.70,0.20
   6,3,7,9,0.30,1.50,0.10,0.70,0.30
   6,3,7,9,0.30,1.50,0.10,0.70,0.40
   6,3,7,9,0.30,1.50,0.10,0.70,0.50
   6,3,7,9,0.30,1.50,0.10,0.70,0.60
   6,3,7,9,0.30,1.50,0.10,0.70,0.70
   6,3,7,9,0.30,1.50,0.10,0.70,0.80
   6,3,7,9,0.30,1.50,0.10,0.70,0.90
   6,3,7,9,0.30,1.50,0.10,0.80,0.10
   6,3,7,9,0.30,1.50,0.10,0.80,0.20
   6,3,7,9,0.30,1.50,0.10,0.80,0.30
   6,3,7,9,0.30,1.50,0.10,0.80,0.40
   6,3,7,9,0.30,1.50,0.10,0.80,0.50
   6,3,7,9,0.30,1.50,0.10,0.80,0.60
   6,3,7,9,0.30,1.50,0.10,0.80,0.70
   6,3,7,9,0.30,1.50,0.10,0.90,0.10
   6,3,7,9,0.30,1.50,0.10,0.90,0.20
   6,3,7,9,0.30,1.50,0.10,0.90,0.30
   6,3,7,9,0.30,1.50,0.10,0.90,0.40
   6,3,7,9,0.30,1.50,0.10,0.90,0.50
   6,3,7,9,0.30,1.50,0.10,0.90,0.60
   6,3,7,9,0.30,1.50,0.10,0.90,0.70
   6,3,7,9,0.30,1.50,0.10,1.00,0.10
   6,3,7,9,0.30,1.50,0.10,1.00,0.20
   6,3,7,9,0.30,1.50,0.10,1.00,0.30
   6,3,7,9,0.30,1.50,0.10,1.00,0.40
   6,3,7,9,0.30,1.50,0.10,1.00,0.50
   6,3,7,9,0.30,1.50,0.10,1.10,0.10
   6,3,7,9,0.30,1.50,0.10,1.10,0.20
   6,3,7,9,0.30,1.50,0.10,1.10,0.30
   6,3,7,9,0.30,1.50,0.10,1.10,0.40
   6,3,7,9,0.30,1.50,0.10,1.20,0.10
   6,3,7,9,0.30,1.50,0.10,1.20,0.20
   6,3,7,9,0.30,1.50,0.10,1.20,0.30
   6,3,7,9,0.30,1.50,0.10,1.30,0.10
   6,3,7,9,0.30,1.50,0.10,1.30,0.20
   6,3,7,9,0.30,1.50,0.10,1.30,0.30
   6,3,7,9,0.30,1.50,0.10,1.40,0.10
   6,3,7,9,0.30,1.50,0.10,1.40,0.20
   6,3,7,9,0.30,1.50,0.10,1.50,0.10
   6,3,7,9,0.30,1.50,0.20,0.20,0.60
   6,3,7,9,0.30,1.50,0.20,0.20,0.70
   6,3,7,9,0.30,1.50,0.20,0.20,0.80
   6,3,7,9,0.30,1.50,0.20,0.20,0.90
   6,3,7,9,0.30,1.50,0.20,0.20,1.00
   6,3,7,9,0.30,1.50,0.20,0.30,0.10
   6,3,7,9,0.30,1.50,0.20,0.30,0.20
   6,3,7,9,0.30,1.50,0.20,0.30,0.30
   6,3,7,9,0.30,1.50,0.20,0.30,0.40
   6,3,7,9,0.30,1.50,0.20,0.30,0.50
   6,3,7,9,0.30,1.50,0.20,0.30,0.60
   6,3,7,9,0.30,1.50,0.20,0.30,0.70
   6,3,7,9,0.30,1.50,0.20,0.30,0.80
   6,3,7,9,0.30,1.50,0.20,0.30,0.90
   6,3,7,9,0.30,1.50,0.20,0.30,1.00
   6,3,7,9,0.30,1.50,0.20,0.40,0.10
   6,3,7,9,0.30,1.50,0.20,0.40,0.20
   6,3,7,9,0.30,1.50,0.20,0.40,0.30
   6,3,7,9,0.30,1.50,0.20,0.40,0.40
   6,3,7,9,0.30,1.50,0.20,0.40,0.50
   6,3,7,9,0.30,1.50,0.20,0.40,0.60
   6,3,7,9,0.30,1.50,0.20,0.40,0.70
   6,3,7,9,0.30,1.50,0.20,0.40,0.80
   6,3,7,9,0.30,1.50,0.20,0.40,0.90
   6,3,7,9,0.30,1.50,0.20,0.40,1.00
   6,3,7,9,0.30,1.50,0.20,0.50,0.10
   6,3,7,9,0.30,1.50,0.20,0.50,0.20
   6,3,7,9,0.30,1.50,0.20,0.50,0.30
   6,3,7,9,0.30,1.50,0.20,0.50,0.40
   6,3,7,9,0.30,1.50,0.20,0.50,0.50
   6,3,7,9,0.30,1.50,0.20,0.50,0.60
   6,3,7,9,0.30,1.50,0.20,0.50,0.70
   6,3,7,9,0.30,1.50,0.20,0.60,0.10
   6,3,7,9,0.30,1.50,0.20,0.60,0.20
   6,3,7,9,0.30,1.50,0.20,0.60,0.30
   6,3,7,9,0.30,1.50,0.20,0.60,0.40
   6,3,7,9,0.30,1.50,0.20,0.70,0.10
   6,3,7,9,0.30,1.50,0.20,0.70,0.20
   6,3,7,9,0.30,1.50,0.20,0.70,0.30
   6,3,7,9,0.30,1.50,0.20,0.80,0.10
   6,3,7,9,0.30,1.50,0.20,0.80,0.20
   6,3,7,9,0.30,1.50,0.20,0.90,0.10
   6,3,7,9,0.30,1.50,0.20,0.90,0.20
   6,3,7,9,0.30,1.50,0.20,1.00,0.10
   6,3,7,9,0.30,1.50,0.20,1.10,0.10
   6,3,7,9,0.30,1.50,0.20,1.20,0.10
   6,3,7,9,0.30,1.50,0.20,1.30,0.10
   6,3,7,9,0.30,1.50,0.30,0.20,0.40
   6,3,7,9,0.30,1.50,0.30,0.20,0.50
   6,3,7,9,0.30,1.50,0.30,0.20,0.60
   6,3,7,9,0.30,1.50,0.30,0.20,0.70
   6,3,7,9,0.30,1.50,0.30,0.20,0.80
   6,3,7,9,0.30,1.50,0.30,0.20,0.90
   6,3,7,9,0.30,1.50,0.30,0.20,1.00
   6,3,7,9,0.30,1.50,0.30,0.30,0.10
   6,3,7,9,0.30,1.50,0.30,0.30,0.20
   6,3,7,9,0.30,1.50,0.30,0.30,0.30
   6,3,7,9,0.30,1.50,0.30,0.30,0.40
   6,3,7,9,0.30,1.50,0.30,0.30,0.50
   6,3,7,9,0.30,1.50,0.30,0.30,0.60
   6,3,7,9,0.30,1.50,0.30,0.30,0.70
   6,3,7,9,0.30,1.50,0.30,0.30,0.80
   6,3,7,9,0.30,1.50,0.30,0.30,0.90
   6,3,7,9,0.30,1.50,0.30,0.30,1.00
   6,3,7,9,0.30,1.50,0.30,0.40,0.10
   6,3,7,9,0.30,1.50,0.30,0.40,0.20
   6,3,7,9,0.30,1.50,0.30,0.40,0.30
   6,3,7,9,0.30,1.50,0.30,0.40,0.40
   6,3,7,9,0.30,1.50,0.30,0.40,0.50
   6,3,7,9,0.30,1.50,0.30,0.40,0.60
   6,3,7,9,0.30,1.50,0.30,0.40,0.70
   6,3,7,9,0.30,1.50,0.30,0.40,0.80
   6,3,7,9,0.30,1.50,0.30,0.50,0.10
   6,3,7,9,0.30,1.50,0.30,0.50,0.20
   6,3,7,9,0.30,1.50,0.30,0.50,0.30
   6,3,7,9,0.30,1.50,0.30,0.50,0.40
   6,3,7,9,0.30,1.50,0.30,0.60,0.10
   6,3,7,9,0.30,1.50,0.30,0.60,0.20
   6,3,7,9,0.30,1.50,0.30,0.60,0.30
   6,3,7,9,0.30,1.50,0.30,0.70,0.10
   6,3,7,9,0.30,1.50,0.30,0.70,0.20
   6,3,7,9,0.30,1.50,0.30,0.80,0.10
   6,3,7,9,0.30,1.50,0.30,0.90,0.10
   6,3,7,9,0.30,1.50,0.30,1.00,0.10
   6,3,7,9,0.30,1.50,0.30,1.10,0.10
   6,3,7,9,0.30,1.50,0.40,0.20,0.30
   6,3,7,9,0.30,1.50,0.40,0.20,0.40
   6,3,7,9,0.30,1.50,0.40,0.20,0.50
   6,3,7,9,0.30,1.50,0.40,0.20,0.60
   6,3,7,9,0.30,1.50,0.40,0.20,0.70
   6,3,7,9,0.30,1.50,0.40,0.20,0.80
   6,3,7,9,0.30,1.50,0.40,0.20,0.90
   6,3,7,9,0.30,1.50,0.40,0.20,1.00
   6,3,7,9,0.30,1.50,0.40,0.30,0.10
   6,3,7,9,0.30,1.50,0.40,0.30,0.20
   6,3,7,9,0.30,1.50,0.40,0.30,0.30
   6,3,7,9,0.30,1.50,0.40,0.30,0.40
   6,3,7,9,0.30,1.50,0.40,0.30,0.50
   6,3,7,9,0.30,1.50,0.40,0.30,0.60
   6,3,7,9,0.30,1.50,0.40,0.30,0.70
   6,3,7,9,0.30,1.50,0.40,0.30,0.80
   6,3,7,9,0.30,1.50,0.40,0.30,0.90
   6,3,7,9,0.30,1.50,0.40,0.30,1.00
   6,3,7,9,0.30,1.50,0.40,0.40,0.10
   6,3,7,9,0.30,1.50,0.40,0.40,0.20
   6,3,7,9,0.30,1.50,0.40,0.40,0.30
   6,3,7,9,0.30,1.50,0.40,0.40,0.40
   6,3,7,9,0.30,1.50,0.40,0.40,0.50
   6,3,7,9,0.30,1.50,0.40,0.40,0.60
   6,3,7,9,0.30,1.50,0.40,0.50,0.10
   6,3,7,9,0.30,1.50,0.40,0.50,0.20
   6,3,7,9,0.30,1.50,0.40,0.50,0.30
   6,3,7,9,0.30,1.50,0.40,0.60,0.10
   6,3,7,9,0.30,1.50,0.40,0.60,0.20
   6,3,7,9,0.30,1.50,0.40,0.70,0.10
   6,3,7,9,0.30,1.50,0.40,0.80,0.10
   6,3,7,9,0.30,1.50,0.40,0.90,0.10
   6,3,7,9,0.30,1.50,0.50,0.20,0.20
   6,3,7,9,0.30,1.50,0.50,0.20,0.30
   6,3,7,9,0.30,1.50,0.50,0.20,0.40
   6,3,7,9,0.30,1.50,0.50,0.20,0.50
   6,3,7,9,0.30,1.50,0.50,0.20,0.60
   6,3,7,9,0.30,1.50,0.50,0.20,0.70
   6,3,7,9,0.30,1.50,0.50,0.20,0.80
   6,3,7,9,0.30,1.50,0.50,0.20,0.90
   6,3,7,9,0.30,1.50,0.50,0.20,1.00
   6,3,7,9,0.30,1.50,0.50,0.30,0.10
   6,3,7,9,0.30,1.50,0.50,0.30,0.20
   6,3,7,9,0.30,1.50,0.50,0.30,0.30
   6,3,7,9,0.30,1.50,0.50,0.30,0.40
   6,3,7,9,0.30,1.50,0.50,0.30,0.50
   6,3,7,9,0.30,1.50,0.50,0.30,0.60
   6,3,7,9,0.30,1.50,0.50,0.30,0.70
   6,3,7,9,0.30,1.50,0.50,0.30,0.80
   6,3,7,9,0.30,1.50,0.50,0.30,0.90
   6,3,7,9,0.30,1.50,0.50,0.30,1.00
   6,3,7,9,0.30,1.50,0.50,0.40,0.10
   6,3,7,9,0.30,1.50,0.50,0.40,0.20
   6,3,7,9,0.30,1.50,0.50,0.40,0.30
   6,3,7,9,0.30,1.50,0.50,0.40,0.40
   6,3,7,9,0.30,1.50,0.50,0.40,0.50
   6,3,7,9,0.30,1.50,0.50,0.50,0.10
   6,3,7,9,0.30,1.50,0.50,0.50,0.20
   6,3,7,9,0.30,1.50,0.50,0.50,0.30
   6,3,7,9,0.30,1.50,0.50,0.60,0.10
   6,3,7,9,0.30,1.50,0.50,0.70,0.10
   6,3,7,9,0.30,1.50,0.50,0.80,0.10
   6,3,7,9,0.30,1.50,0.60,0.20,0.20
   6,3,7,9,0.30,1.50,0.60,0.20,0.30
   6,3,7,9,0.30,1.50,0.60,0.20,0.40
   6,3,7,9,0.30,1.50,0.60,0.20,0.50
   6,3,7,9,0.30,1.50,0.60,0.20,0.60
   6,3,7,9,0.30,1.50,0.60,0.20,0.70
   6,3,7,9,0.30,1.50,0.60,0.20,0.80
   6,3,7,9,0.30,1.50,0.60,0.20,0.90
   6,3,7,9,0.30,1.50,0.60,0.20,1.00
   6,3,7,9,0.30,1.50,0.60,0.30,0.10
   6,3,7,9,0.30,1.50,0.60,0.30,0.20
   6,3,7,9,0.30,1.50,0.60,0.30,0.30
   6,3,7,9,0.30,1.50,0.60,0.30,0.40
   6,3,7,9,0.30,1.50,0.60,0.30,0.50
   6,3,7,9,0.30,1.50,0.60,0.30,0.60
   6,3,7,9,0.30,1.50,0.60,0.30,0.70
   6,3,7,9,0.30,1.50,0.60,0.30,0.80
   6,3,7,9,0.30,1.50,0.60,0.30,0.90
   6,3,7,9,0.30,1.50,0.60,0.30,1.00
   6,3,7,9,0.30,1.50,0.60,0.40,0.10
   6,3,7,9,0.30,1.50,0.60,0.40,0.20
   6,3,7,9,0.30,1.50,0.60,0.40,0.30
   6,3,7,9,0.30,1.50,0.60,0.40,0.40
   6,3,7,9,0.30,1.50,0.60,0.50,0.10
   6,3,7,9,0.30,1.50,0.60,0.50,0.20
   6,3,7,9,0.30,1.50,0.60,0.60,0.10
   6,3,7,9,0.30,1.50,0.60,0.70,0.10
   6,3,7,9,0.30,1.50,0.70,0.20,0.20
   6,3,7,9,0.30,1.50,0.70,0.20,0.30
   6,3,7,9,0.30,1.50,0.70,0.20,0.40
   6,3,7,9,0.30,1.50,0.70,0.20,0.50
   6,3,7,9,0.30,1.50,0.70,0.20,0.60
   6,3,7,9,0.30,1.50,0.70,0.20,0.70
   6,3,7,9,0.30,1.50,0.70,0.20,0.80
   6,3,7,9,0.30,1.50,0.70,0.20,0.90
   6,3,7,9,0.30,1.50,0.70,0.20,1.00
   6,3,7,9,0.30,1.50,0.70,0.30,0.10
   6,3,7,9,0.30,1.50,0.70,0.30,0.20
   6,3,7,9,0.30,1.50,0.70,0.30,0.30
   6,3,7,9,0.30,1.50,0.70,0.30,0.40
   6,3,7,9,0.30,1.50,0.70,0.30,0.50
   6,3,7,9,0.30,1.50,0.70,0.30,0.60
   6,3,7,9,0.30,1.50,0.70,0.30,0.70
   6,3,7,9,0.30,1.50,0.70,0.30,0.80
   6,3,7,9,0.30,1.50,0.70,0.30,0.90
   6,3,7,9,0.30,1.50,0.70,0.30,1.00
   6,3,7,9,0.30,1.50,0.70,0.40,0.10
   6,3,7,9,0.30,1.50,0.70,0.40,0.20
   6,3,7,9,0.30,1.50,0.70,0.40,0.30
   6,3,7,9,0.30,1.50,0.70,0.40,0.40
   6,3,7,9,0.30,1.50,0.70,0.50,0.10
   6,3,7,9,0.30,1.50,0.70,0.50,0.20
   6,3,7,9,0.30,1.50,0.70,0.60,0.10
   6,3,7,9,0.30,1.50,0.80,0.20,0.20
   6,3,7,9,0.30,1.50,0.80,0.20,0.30
   6,3,7,9,0.30,1.50,0.80,0.20,0.40
   6,3,7,9,0.30,1.50,0.80,0.20,0.50
   6,3,7,9,0.30,1.50,0.80,0.20,0.60
   6,3,7,9,0.30,1.50,0.80,0.20,0.70
   6,3,7,9,0.30,1.50,0.80,0.20,0.80
   6,3,7,9,0.30,1.50,0.80,0.20,0.90
   6,3,7,9,0.30,1.50,0.80,0.20,1.00
   6,3,7,9,0.30,1.50,0.80,0.30,0.10
   6,3,7,9,0.30,1.50,0.80,0.30,0.20
   6,3,7,9,0.30,1.50,0.80,0.30,0.30
   6,3,7,9,0.30,1.50,0.80,0.30,0.40
   6,3,7,9,0.30,1.50,0.80,0.30,0.50
   6,3,7,9,0.30,1.50,0.80,0.30,0.60
   6,3,7,9,0.30,1.50,0.80,0.30,0.70
   6,3,7,9,0.30,1.50,0.80,0.30,0.80
   6,3,7,9,0.30,1.50,0.80,0.30,0.90
   6,3,7,9,0.30,1.50,0.80,0.30,1.00
   6,3,7,9,0.30,1.50,0.80,0.40,0.10
   6,3,7,9,0.30,1.50,0.80,0.40,0.20
   6,3,7,9,0.30,1.50,0.80,0.40,0.30
   6,3,7,9,0.30,1.50,0.80,0.50,0.10
   6,3,7,9,0.30,1.50,0.80,0.50,0.20
   6,3,7,9,0.30,1.50,0.80,0.60,0.10
   6,3,7,9,0.30,1.50,0.90,0.20,0.10
   6,3,7,9,0.30,1.50,0.90,0.20,0.20
   6,3,7,9,0.30,1.50,0.90,0.20,0.30
   6,3,7,9,0.30,1.50,0.90,0.20,0.40
   6,3,7,9,0.30,1.50,0.90,0.20,0.50
   6,3,7,9,0.30,1.50,0.90,0.20,0.60
   6,3,7,9,0.30,1.50,0.90,0.20,0.70
   6,3,7,9,0.30,1.50,0.90,0.20,0.80
   6,3,7,9,0.30,1.50,0.90,0.20,0.90
   6,3,7,9,0.30,1.50,0.90,0.20,1.00
   6,3,7,9,0.30,1.50,0.90,0.30,0.10
   6,3,7,9,0.30,1.50,0.90,0.30,0.20
   6,3,7,9,0.30,1.50,0.90,0.30,0.30
   6,3,7,9,0.30,1.50,0.90,0.30,0.40
   6,3,7,9,0.30,1.50,0.90,0.30,0.50
   6,3,7,9,0.30,1.50,0.90,0.30,0.60
   6,3,7,9,0.30,1.50,0.90,0.30,0.70
   6,3,7,9,0.30,1.50,0.90,0.30,0.80
   6,3,7,9,0.30,1.50,0.90,0.30,0.90
   6,3,7,9,0.30,1.50,0.90,0.30,1.00
   6,3,7,9,0.30,1.50,0.90,0.40,0.10
   6,3,7,9,0.30,1.50,0.90,0.40,0.20
   6,3,7,9,0.30,1.50,0.90,0.40,0.30
   6,3,7,9,0.30,1.50,0.90,0.50,0.10
   6,3,7,9,0.30,1.50,1.00,0.20,0.10
   6,3,7,9,0.30,1.50,1.00,0.20,0.20
   6,3,7,9,0.30,1.50,1.00,0.20,0.30
   6,3,7,9,0.30,1.50,1.00,0.20,0.40
   6,3,7,9,0.30,1.50,1.00,0.20,0.50
   6,3,7,9,0.30,1.50,1.00,0.20,0.60
   6,3,7,9,0.30,1.50,1.00,0.20,0.70
   6,3,7,9,0.30,1.50,1.00,0.20,0.80
   6,3,7,9,0.30,1.50,1.00,0.20,0.90
   6,3,7,9,0.30,1.50,1.00,0.20,1.00
   6,3,7,9,0.30,1.50,1.00,0.30,0.10
   6,3,7,9,0.30,1.50,1.00,0.30,0.20
   6,3,7,9,0.30,1.50,1.00,0.30,0.30
   6,3,7,9,0.30,1.50,1.00,0.30,0.40
   6,3,7,9,0.30,1.50,1.00,0.30,0.50
   6,3,7,9,0.30,1.50,1.00,0.30,0.60
   6,3,7,9,0.30,1.50,1.00,0.30,0.70
   6,3,7,9,0.30,1.50,1.00,0.30,0.80
   6,3,7,9,0.30,1.50,1.00,0.30,0.90
   6,3,7,9,0.30,1.50,1.00,0.30,1.00
   6,3,7,9,0.30,1.50,1.00,0.40,0.10
   6,3,7,9,0.30,1.50,1.00,0.40,0.20
   6,3,7,9,0.30,1.50,1.00,0.40,0.30
   6,3,7,9,0.30,1.50,1.00,0.50,0.10
   6,3,7,9,0.30,1.50,1.00,0.60,0.10
   6,3,7,9,0.30,1.50,1.10,0.20,0.10
   6,3,7,9,0.30,1.50,1.10,0.20,0.20
   6,3,7,9,0.30,1.50,1.10,0.20,0.30
   6,3,7,9,0.30,1.50,1.10,0.20,0.40
   6,3,7,9,0.30,1.50,1.10,0.20,0.50
   6,3,7,9,0.30,1.50,1.10,0.20,0.60
   6,3,7,9,0.30,1.50,1.10,0.20,0.70
